V_kmh,V_ms,CL_required,mass_kg,sref_m2,cref_m,bref_m,cg_x_m,cg_y_m,cg_z_m,rho,alpha_trim_deg,delta_e_trim_deg,CL_trim,CD_trim,CM_trim,L_D_trim,trim_valid,Cma_per_deg,Cma_per_rad,Cmde_per_deg,Cmde_per_rad,elevator_margin_up_deg,elevator_margin_down_deg,elevator_authority_score,Cma_fit_points,Cmde_fit_points,drag_N,shaft_power_W,electrical_power_W,aux_power_W,total_power_W,endurance_min,range_km
62,17.22222222222222,0.5183542604557676,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,4.2875344893404765,5.915100835629196,0.5183542604558752,0.03974922631944687,1.2577840245026062e-13,13.04061257167856,True,-0.004771523062410834,-0.2733881333254785,0.009115964174547304,0.5223062733940199,45.9151008356292,34.0848991643708,34.0848991643708,9.0,9.0,1.3540774946687006,23.320223519294288,38.506045026698516,10.0,48.506045026698516,123.02301696036997,127.1237841923823
63,17.5,0.5020291703683473,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,4.048262504765158,5.791831463950364,0.502029170368434,0.037806884091462455,9.768207564434667e-14,13.278776668130716,True,-0.004783303689555013,-0.2740631135408572,0.009102684535173525,0.5215454061044466,45.791831463950366,34.208168536049634,34.208168536049634,9.0,9.0,1.3297911728858687,23.271345525502703,38.42533832900343,10.0,48.42533832900343,123.22804973416086,129.38945222086892
64,17.77777777777778,0.4864633245097583,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,3.8203563848943274,5.696941089366294,0.48646332451012164,0.036661117460255487,7.243771554810152e-14,13.269189763173452,True,-0.004792372188139227,-0.27458270023625303,0.009090771797910947,0.5208628565368526,45.69694108936629,34.30305891063371,34.30305891063371,9.0,9.0,1.3307519385260573,23.657812240463244,39.0634670637164,10.0,49.0634670637164,121.62532240639402,129.73367723348696
65,18.055555555555554,0.47161036146555524,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,3.6029315849686623,5.613898898298204,0.4716103614656584,0.03576328806718442,9.834407593833916e-14,13.186996692801221,True,-0.004800308377615051,-0.2750374103986339,0.00907959558525842,0.5202225067209221,45.6138988982982,34.3861011017018,34.3861011017018,9.0,9.0,1.339046366004123,24.177226052852216,39.92111628953926,10.0,49.92111628953926,119.53578853064296,129.49710424152988
66,18.333333333333332,0.4574274052323165,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,3.3952999314184655,5.536311884171035,0.4574274052324169,0.034918106639015116,7.578182872891581e-14,13.100005964278676,True,-0.004807723225863354,-0.2754622499089916,0.00906892276636073,0.519610999242577,45.536311884171035,34.463688115828965,34.463688115828965,9.0,9.0,1.3479383175972603,24.712202489283104,40.80446231460575,10.0,50.80446231460575,117.45739897899574,129.2031388768953
67,18.61111111111111,0.4438747554448586,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,3.196882631109833,5.463684345825836,0.4438747554449318,0.034121227882455994,5.872776223658782e-14,13.008756805998694,True,-0.004814664106132247,-0.2758599330545048,0.009058723589712304,0.5190266294661138,45.46368434582584,34.53631565417416,34.53631565417416,9.0,9.0,1.3573933515199796,25.262598486621844,41.71326891495867,10.0,51.71326891495867,115.39320807224917,128.85574901401156
68,18.88888888888889,0.4309156092543188,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,3.00714295079741,5.395578001628868,0.43091560925436995,0.033368774606001766,4.560479598125777e-14,12.913737898450268,True,-0.00482117290419141,-0.2762328597129978,0.009048970465797649,0.518467816628736,45.39557800162887,34.60442199837113,34.60442199837113,9.0,9.0,1.3673810122877876,25.828308009880434,42.64736100702652,10.0,52.64736100702652,113.34585221096978,128.45863250576573
69,19.166666666666668,0.4185158112144445,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,2.8255826130802078,5.331603950871851,0.4185158112144817,0.032657275408146585,3.550111593586536e-14,12.815392771868533,True,-0.004827286786566303,-0.27658315936951855,0.00903963778183388,0.5179330932260826,45.33160395087185,34.66839604912815,34.66839604912815,9.0,9.0,1.3778742730978326,26.409256901041793,43.606616142071076,10.0,53.606616142071076,111.3176027411428,128.0152431523142
70,19.444444444444443,0.4066436279983614,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,2.651738545736435,5.27141594628445,0.40664362799839954,0.03198361219817784,2.7690957166148777e-14,12.714124517229068,True,-0.004833038843471759,-0.2769127279537203,0.009030701734677906,0.5174210954385153,45.27141594628445,34.72858405371555,34.72858405371555,9.0,9.0,1.38884906908636,27.005398565568107,44.59095738380699,10.0,54.59095738380699,109.31041121052158,127.52881307894184
71,19.72222222222222,0.39526954516801643,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,2.4851799457267703,5.214704734994114,0.3952695451680325,0.03134497576731567,2.1662196775934506e-14,12.610299912249147,True,-0.004838458629636053,-0.2772232588267977,0.009022140179908383,0.5169305544841516,45.214704734994115,34.785295265005885,34.785295265005885,9.0,9.0,1.4002839046554663,27.616710341816137,45.6003473136283,10.0,55.6003473136283,107.3259482776168,127.00237212851322
72,20.0,0.3843660835632659,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,2.3255056237979446,5.161193275248328,0.384366083563291,0.0307388279903752,1.6985002813940664e-14,12.504253047111684,True,-0.004843572621429961,-0.2775162689730532,0.009013932495331304,0.5164602887983104,45.16119327524833,34.83880672475167,34.83880672475167,9.0,9.0,1.4121595215221525,28.24319043044305,46.63478296048388,10.0,56.63478296048388,105.36563730037851,126.4387647604542
73,20.27777777777778,0.3739076331754495,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,2.1723415996481874,5.11063267490639,0.3739076331754661,0.030162869519269754,1.3363496507295958e-14,12.39628852077859,True,-0.004848404605017629,-0.27779312123930305,0.009006059457365075,0.5160091969508992,45.11063267490639,34.88936732509361,34.88936732509361,9.0,9.0,1.4244586168192634,28.884855285501732,47.69429149308852,10.0,57.69429149308852,103.43068344490997,125.84066485797379
74,20.555555555555554,0.36387030262819037,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,2.025338921161541,5.062798727884555,0.36387030262820413,0.02961501204951127,1.051385575010031e-14,12.286684267420686,True,-0.004852976007362137,-0.27805504330009956,0.008998503128943385,0.5155762512237216,45.062798727884555,34.937201272115445,34.937201272115445,9.0,9.0,1.4371656026697568,29.541737388211665,48.77892654400275,10.0,58.77892654400275,101.52209900486613,125.21058877266823
75,20.833333333333332,0.3542317826119059,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,1.8850582921625934,4.978258487300066,0.35423178261190585,0.028932331308960883,1.3335686721571705e-17,12.24345797886649,True,-0.004860461319077862,-0.2784839200697505,0.008993086108283036,0.5152658788023484,44.97825848730007,35.02174151269993,35.02174151269993,9.0,9.0,1.4422396050592556,30.04665843873449,49.61264551287429,10.0,59.61264551287429,100.1022509345145,125.12781366814312
76,21.11111111111111,0.3449712218130143,1.8,0.18751256281407033,0.23281086279830468,1.0,0.036,0.0,0.007,1.225,1.750538342872765,4.882219611919211,0.34497122181302675,0.028188852610531417,8.902655088821598e-15,12.237859645416881,True,-0.004867015506493242,-0.27885944734678947,0.008988270739270788,0.5149899784811486,44.88221961191921,35.11778038808079,35.11778038808079,9.0,9.0,1.4428993722455068,30.461208969627364,50.29714587348172,10.0,60.29714587348172,98.96587829415665,125.35677917259842
